index,db_id,prompt_tokens,new_tokens,calls,total_iterations,avg_iter_per_call,avg_iter_per_token,time_sec,toks_per_sec,stop_reason,success,reward
0,video_games,393,68,2,41,20.5,0.6029411764705882,1.3536055088043213,72.9184623623584,eos,False,0.0
1,retail_complains,594,77,2,39,19.5,0.5064935064935064,0.7088282108306885,115.17875779700874,eos,True,1.0
2,disney,340,21,2,6,3.0,0.2857142857142857,0.12749457359313965,226.59573334885334,eos,True,1.0
3,legislator,835,33,2,18,9.0,0.5454545454545454,0.30410242080688477,125.52564003448173,eos,True,1.0
4,food_inspection_2,420,65,2,37,18.5,0.5692307692307692,0.5545012950897217,123.03074806612607,eos,True,1.0
5,mondial_geo,3025,43,2,20,10.0,0.46511627906976744,0.37999916076660156,140.32806607443482,eos,True,1.0
6,shakespeare,303,27,2,8,4.0,0.2962962962962963,0.149214506149292,227.33680840086095,eos,True,1.0
7,food_inspection_2,417,39,2,24,12.0,0.6153846153846154,0.353809118270874,118.16801398170101,eos,True,1.0
8,movie_3,1312,70,2,37,18.5,0.5285714285714286,0.5590000152587891,134.90582022513948,eos,True,1.0
9,car_retails,709,110,2,53,26.5,0.4818181818181818,0.8720622062683105,131.52397066691236,eos,False,0.0
10,food_inspection,350,60,2,35,17.5,0.5833333333333334,0.4983649253845215,127.04134801549262,eos,True,1.0
11,superstore,682,44,2,21,10.5,0.4772727272727273,0.32492756843566895,151.11826987730333,eos,False,0.0
12,regional_sales,548,30,2,9,4.5,0.3,0.16748929023742676,227.16589913362708,eos,False,0.0
13,talkingdata,881,49,2,29,14.5,0.5918367346938775,0.4358358383178711,122.49114940519316,eos,True,1.0
14,video_games,387,77,2,32,16.0,0.4155844155844156,0.4674699306488037,175.17326070134118,eos,True,1.0
15,ice_hockey_draft,385,47,2,18,9.0,0.3829787234042553,0.2749631404876709,187.5801423938566,eos,True,1.0
16,works_cycles,6653,27,2,16,8.0,0.5925925925925926,0.39958834648132324,106.89632282777129,eos,False,0.0
17,simpson_episodes,455,52,2,31,15.5,0.5961538461538461,0.4557771682739258,123.40740138812525,eos,True,1.0
18,movies_4,823,56,2,30,15.0,0.5357142857142857,0.44631266593933105,135.98479566914574,eos,True,1.0
19,food_inspection_2,416,44,2,15,7.5,0.3409090909090909,0.23813223838806152,208.75761040981408,eos,True,1.0
20,cars,225,51,2,30,15.0,0.5882352941176471,0.432051420211792,125.83806734826919,eos,True,1.0
21,student_loan,495,42,2,22,11.0,0.5238095238095238,0.3355743885040283,137.982315847056,eos,True,1.0
22,legislator,838,19,2,11,5.5,0.5789473684210527,0.19158124923706055,119.01994019080315,eos,False,0.0
23,olympics,524,28,2,17,8.5,0.6071428571428571,0.2707250118255615,117.9789912162898,eos,True,1.0
24,hockey,2737,66,2,35,17.5,0.5303030303030303,0.5583651065826416,134.25135551726675,eos,True,1.0
25,public_review_platform,1145,38,2,20,10.0,0.5263157894736842,0.32369375228881836,134.80010842253253,eos,True,1.0
26,works_cycles,6659,34,2,19,9.5,0.5588235294117647,0.4402732849121094,114.54548612651442,eos,True,1.0
27,works_cycles,6651,43,2,23,11.5,0.5348837209302325,0.49751710891723633,121.14511555813151,eos,False,0.0
28,movies_4,820,30,2,16,8.0,0.5333333333333333,0.25774288177490234,132.30740810822044,eos,True,1.0
29,public_review_platform,1140,48,2,21,10.5,0.4375,0.3294074535369873,162.9280787691057,eos,True,1.0
30,talkingdata,885,64,2,29,14.5,0.453125,0.43040966987609863,160.6838495667737,eos,True,1.0
31,retail_complains,586,51,2,18,9.0,0.35294117647058826,0.28171467781066895,203.01507556739142,eos,True,1.0
32,car_retails,709,44,2,23,11.5,0.5227272727272727,0.3448665142059326,137.86519068043313,eos,True,1.0
33,simpson_episodes,456,44,2,25,12.5,0.5681818181818182,0.36730194091796875,128.43720698526857,eos,True,1.0
34,public_review_platform,1137,41,2,21,10.5,0.5121951219512195,0.329815149307251,139.49687506519348,eos,True,1.0
35,bike_share_1,436,54,2,33,16.5,0.6111111111111112,0.47372937202453613,120.1828962060107,eos,True,1.0
36,retail_world,449,35,2,21,10.5,0.6,0.3163764476776123,119.98933080191074,eos,True,1.0
37,image_and_language,511,219,3,105,35.0,0.4794520547945205,1.5555953979492188,143.61048655304458,eos,True,1.0
38,hockey,2740,92,2,57,28.5,0.6195652173913043,0.8595840930938721,115.19170376467314,eos,False,0.0
39,music_platform_2,274,54,2,31,15.5,0.5740740740740741,0.4491708278656006,128.91509964997834,eos,True,1.0
40,food_inspection_2,413,57,2,28,14.0,0.49122807017543857,0.40520715713500977,149.50940534652594,eos,True,1.0
41,car_retails,702,79,2,33,16.5,0.4177215189873418,0.47855448722839355,175.85638405946423,eos,True,1.0
42,movie_platform,601,47,2,28,14.0,0.5957446808510638,0.41208887100219727,122.42457377373454,eos,True,1.0
43,chicago_crime,559,54,2,30,15.0,0.5555555555555556,0.4349555969238281,132.22867309628776,eos,False,0.0
44,human_resources,244,20,2,10,5.0,0.5,0.16837644577026367,138.24971438743447,eos,True,1.0
45,computer_student,266,57,2,33,16.5,0.5789473684210527,0.4751412868499756,128.03354827816747,eos,True,1.0
46,sales,297,85,2,44,22.0,0.5176470588235295,0.6108207702636719,145.12548591961382,eos,True,1.0
47,movies_4,818,58,2,20,10.0,0.3448275862068966,0.30910205841064453,208.42445396063889,eos,False,0.0
48,donor,662,27,2,13,6.5,0.48148148148148145,0.21458721160888672,144.76255278262906,eos,True,1.0
49,retail_complains,578,16,2,6,3.0,0.375,0.11982989311218262,171.86873221542427,eos,True,1.0
50,works_cycles,6652,15,2,8,4.0,0.5333333333333333,0.2762589454650879,111.77994525489301,eos,True,1.0
51,retail_world,460,77,2,43,21.5,0.5584415584415584,0.6012096405029297,133.52279557785323,eos,False,0.0
52,simpson_episodes,459,49,2,28,14.0,0.5714285714285714,0.40573620796203613,128.6042006535617,eos,False,0.0
53,movie_3,1310,18,2,6,3.0,0.3333333333333333,0.13102316856384277,191.76343228022685,eos,True,1.0
54,olympics,528,72,2,42,21.0,0.5833333333333334,0.5939910411834717,128.33152675731193,eos,True,1.0
55,sales,290,60,2,36,18.0,0.6,0.5081877708435059,124.19685671598897,eos,True,1.0
56,superstore,684,45,2,21,10.5,0.4666666666666667,0.32280945777893066,153.86293204423828,eos,False,0.0
57,books,670,73,2,35,17.5,0.4794520547945205,0.5051772594451904,153.14660822860665,eos,False,0.0
58,image_and_language,497,49,2,22,11.0,0.4489795918367347,0.32695746421813965,162.2332120771106,eos,True,1.0
59,genes,295,57,2,33,16.5,0.5789473684210527,0.4722416400909424,127.5009258890724,eos,True,1.0
60,shipping,343,41,2,15,7.5,0.36585365853658536,0.2372267246246338,194.19562628738672,eos,True,1.0
61,software_company,463,28,2,12,6.0,0.42857142857142855,0.19612741470336914,163.32541847702075,eos,True,1.0
62,computer_student,274,45,2,28,14.0,0.6222222222222222,0.3999931812286377,118.50537106714226,eos,True,1.0
63,student_loan,493,31,2,18,9.0,0.5806451612903226,0.2770349979400635,123.14790759206994,eos,True,1.0
64,image_and_language,497,22,2,6,3.0,0.2727272727272727,0.11501455307006836,237.18455445482869,eos,True,1.0
65,music_tracker,200,62,2,37,18.5,0.5967741935483871,0.5252017974853516,124.87577656791628,eos,True,1.0
66,cookbook,378,43,2,23,11.5,0.5348837209302325,0.34105467796325684,136.53061228573873,eos,True,1.0
67,cars,230,40,2,19,9.5,0.475,0.2873518466949463,151.77332254810463,eos,True,1.0
68,european_football_1,177,58,2,32,16.0,0.5517241379310345,0.460813045501709,133.85362112510515,eos,True,1.0
69,ice_hockey_draft,389,78,2,46,23.0,0.5897435897435898,0.6422040462493896,126.30046816214463,eos,True,1.0
70,soccer_2016,1271,34,2,15,7.5,0.4411764705882353,0.2521810531616211,158.23712670761623,eos,True,1.0
71,social_media,241,77,2,43,21.5,0.5584415584415584,0.5990719795227051,133.81279557328503,eos,True,1.0
72,music_tracker,202,48,2,27,13.5,0.5625,0.3920161724090576,130.25494549811307,eos,False,0.0
73,world_development_indicators,720,18,2,8,4.0,0.4444444444444444,0.1531968116760254,149.54741715469666,eos,False,0.0
74,airline,406,92,2,52,26.0,0.5652173913043478,0.7162811756134033,132.8953702906597,eos,True,1.0
75,sales_in_weather,298,40,2,18,9.0,0.45,0.27504587173461914,160.1132448783493,eos,True,1.0
76,car_retails,692,34,2,12,6.0,0.35294117647058826,0.2045743465423584,194.15416653566623,eos,True,1.0
77,app_store,183,24,2,10,5.0,0.4166666666666667,0.16852927207946777,165.38845620876117,eos,True,1.0
78,donor,705,104,2,71,35.5,0.6826923076923077,0.9823188781738281,109.19239219540196,eos,False,0.0
79,retails,906,31,2,15,7.5,0.4838709677419355,0.24938702583312988,145.08994543241056,eos,True,1.0
80,retails,910,20,2,11,5.5,0.55,0.19007611274719238,125.15946649711135,eos,True,1.0
81,works_cycles,6652,51,2,32,16.0,0.6274509803921569,0.627335786819458,104.75723064683562,eos,False,0.0
82,chicago_crime,561,67,2,39,19.5,0.582089552238806,0.5557878017425537,126.63115815616317,eos,True,1.0
83,works_cycles,6685,65,2,37,18.5,0.5692307692307692,0.7027120590209961,116.30572792330385,eos,False,0.0
84,restaurant,243,52,2,22,11.0,0.4230769230769231,0.32586050033569336,172.1436309303401,eos,True,1.0
85,food_inspection_2,413,44,2,24,12.0,0.5454545454545454,0.35088562965393066,133.5091000523419,eos,True,1.0
86,books,662,27,2,12,6.0,0.4444444444444444,0.19797325134277344,155.83249788592488,eos,True,1.0
87,car_retails,694,35,2,18,9.0,0.5142857142857142,0.28209924697875977,138.59847503018867,eos,True,1.0
88,simpson_episodes,453,42,2,25,12.5,0.5952380952380952,0.36686110496520996,122.75608884661766,eos,True,1.0
89,retail_world,458,71,2,42,21.0,0.5915492957746479,0.5907096862792969,125.78840495739135,eos,False,0.0
90,menu,385,19,2,9,4.5,0.47368421052631576,0.15368986129760742,143.526599438645,eos,True,1.0
91,works_cycles,6674,64,2,32,16.0,0.5,0.6295030117034912,131.672078025988,eos,True,1.0
92,mondial_geo,3029,79,2,45,22.5,0.569620253164557,0.6970818042755127,125.45898714952547,eos,True,1.0
93,student_loan,491,20,2,9,4.5,0.45,0.1584010124206543,151.10345757573168,eos,True,1.0
94,mondial_geo,3025,38,2,20,10.0,0.5263157894736842,0.35364770889282227,131.76205873618915,eos,True,1.0
95,movie,315,78,2,38,19.0,0.48717948717948717,0.5373647212982178,153.45332390929784,eos,True,1.0
96,bike_share_1,430,35,2,17,8.5,0.4857142857142857,0.2613344192504883,147.36287953774462,eos,True,1.0
97,law_episode,423,16,2,6,3.0,0.375,0.11665868759155273,172.40139050758066,eos,True,1.0
98,simpson_episodes,464,62,2,35,17.5,0.5645161290322581,0.49973487854003906,130.58769969922582,eos,True,1.0
99,software_company,457,21,2,12,6.0,0.5714285714285714,0.1966078281402588,122.17375240295671,eos,True,1.0
